trader_group,country_of_destination,cocoa_deforestation_15_years_total_exposure,cocoa_net_emissions_15_years_total
CARGILL,INDONESIA,2.011595176,81.65778883
OLAM,UNITED STATES,15.87575394,827.836191
OLAM,NETHERLANDS,8.123547523,437.2120461
BARRY CALLEBAUT,UNITED STATES,51.28885753,2081.482301
OLAM,SINGAPORE,1.83235058,60.22768804
OLAM,ESTONIA,20.59128742,1108.22998
OLAM,UNITED STATES,161.9415971,8444.393593
OLAM,GERMANY,6.101701418,554.1561013
CARGILL,INDONESIA,43.19881786,2324.974833
BARRY CALLEBAUT,CANADA,2.228778002,90.47401067
OLAM,SPAIN,25.96054866,1353.704636
BARRY CALLEBAUT,TURKEY,3.973229074,161.287472
SUCDEN,CANADA,134.5951803,8581.934636
BARRY CALLEBAUT,CANADA,12.00825833,487.4578316
BARRY CALLEBAUT,MEXICO,4.165791067,188.4656258
ECOM,ITALY,4.550153535,214.573606
BARRY CALLEBAUT,ESTONIA,8.453624757,440.8116014
BARRY CALLEBAUT,CANADA,5.426734621,163.2955106
OLAM,UNITED STATES,4.426897809,164.4954699
BARRY CALLEBAUT,FRANCE,10.41760674,422.8876373
COCOASOURCE,BELGIUM,96.7085389,2910.050213
OLAM,UNITED KINGDOM,111.0494848,5790.640424
ECOM,TURKEY,0.557184515,12.73967325
ETC GROUP,NETHERLANDS,9.60094603,583.1092583
BARRY CALLEBAUT,NETHERLANDS,29.24671071,1550.572876
CARGILL,FRANCE,26.50478758,912.7468609
OLAM,NETHERLANDS,0.587637607,19.1434698
TOUTON,SPAIN,16.16167151,1467.80189
BARRY CALLEBAUT,CROATIA,6.274258108,327.1692136
OLAM,UNITED STATES,312.2199734,12836.47577
SUCDEN,SPAIN,11.04463921,636.9955376
TOUTON,TURKEY,31.96128882,1297.422167
OLAM,SPAIN,34.3360318,1980.31811
OLAM,UNITED STATES,4.778827341,136.5273973
OLAM,UNITED KINGDOM,1.325673097,30.31068101
BARRY CALLEBAUT,FRANCE,9.72527156,292.6424998
ECOOKIM,TURKEY,21.71312194,747.7360014
ECOM,MALAYSIA,6.74623676,359.802208
OLAM,UNITED STATES,36.32124677,3021.68951
BARRY CALLEBAUT,ITALY,174.9218344,16026.42179
OLAM,NETHERLANDS,3.001537438,128.4790073
BARRY CALLEBAUT,UNITED STATES,14.68732433,778.677881
CARGILL,GERMANY,7.107109828,370.5980043
OLAM,MALAYSIA,8.926139669,473.2371512
ECOM,CHINA (MAINLAND),7.208672282,824.8083135
ECOM,BELGIUM,27.51972121,629.2211048
BARRY CALLEBAUT,NETHERLANDS,49.70078514,2650.73001
CARGILL,BRAZIL,16.94110187,687.6994612
OLAM,JAPAN,2.193474639,78.28444801
BARRY CALLEBAUT,BELGIUM,34.91067186,1050.494705
CARGILL,NETHERLANDS,1.0243284,43.84576192
OLAM,UNITED KINGDOM,4.923301921,222.7363692
ECOM,GERMANY,2246.532605,205828.3873
OLAM,ESTONIA,8.13253288,330.1283779
ECOM,CHINA (MAINLAND),1.286485582,38.03074437
BARRY CALLEBAUT,NETHERLANDS,9.369137659,412.8914639
BARRY CALLEBAUT,FRANCE,6.222828348,255.8426498
OLAM,UNITED KINGDOM,90.86455066,5793.622275
BARRY CALLEBAUT,ESTONIA,8.787036482,264.4101304
SUCDEN,BRAZIL,3.872420191,89.48880265
BARRY CALLEBAUT,UNITED KINGDOM,4.525668395,239.9373635
CARGILL,NETHERLANDS,346.7969442,13199.4256
ECOM,BELGIUM,18.91639689,1002.890623
OMNI VALUE,SPAIN,209.9062013,19231.70614
SUCDEN,CANADA,72.49460911,2980.511731
OLAM,MEXICO,9.682285614,345.557852
CARGILL,NETHERLANDS,64.89635653,2634.373476
BARRY CALLEBAUT,BELGIUM,2.007276288,57.34632949
SUCDEN,CHINA (MAINLAND),6.913363878,360.4951828
OLAM,BELGIUM,25.01451229,1876.623879
BARRY CALLEBAUT,GERMANY,33.73782029,1759.248017
ECOM,BELGIUM,25.8603929,764.4780521
BARRY CALLEBAUT,UNITED KINGDOM,35.00327422,1110.394978
CARGILL,UNITED KINGDOM,2.712556636,93.41246544
BARRY CALLEBAUT,ESTONIA,3.302835275,149.4244207
BARRY CALLEBAUT,CROATIA,19.27607004,2205.546625
ETC GROUP,NETHERLANDS,14.05229121,570.2914209
ECOM,ITALY,53.19743377,3230.922874
OLAM,INDONESIA,32.12102943,1728.764553
BARRY CALLEBAUT,UNITED STATES,7.148853748,315.0450764
BARRY CALLEBAUT,FRANCE,3.463933448,123.6267395
ECOM,ITALY,86.15013987,3497.139987
OLAM,UNITED STATES,12.34553952,712.0244889
OLAM,SOUTH AFRICA,3.858721216,207.6776671
OLAM,NETHERLANDS,0.762767552,17.44019999
BARRY CALLEBAUT,GERMANY,20.41084893,282.307564
CARGILL,UNITED KINGDOM,61.48978883,10757.26811
ETC GROUP,UNITED KINGDOM,1486.835593,136224.5852
BARRY CALLEBAUT,UNITED KINGDOM,15.14288136,622.5778177
OLAM,MALAYSIA,14.93383544,426.6481166
CARGILL,UNITED KINGDOM,1.264617363,28.91468007
BARRY CALLEBAUT,POLAND,2.763165479,63.17803957
OLAM,NETHERLANDS,2.144377867,64.5263318
COCOASOURCE,MALAYSIA,16.24274951,986.4962878
OLAM,UNITED KINGDOM,65.23313155,3961.905715
CEMOI,POLAND,117.4941741,8814.578125
OLAM,ISRAEL,2.146462167,41.29287587
BARRY CALLEBAUT,GERMANY,1.036077226,60.97738129
CARGILL,NETHERLANDS,81.83888863,2818.290411
OLAM,NETHERLANDS,0.896003223,38.35287982
OLAM,INDONESIA,1.078214119,24.65268722
OLAM,MEXICO,4.718046724,213.4503661
OLAM,ESTONIA,18.12579051,2714.700896
BARRY CALLEBAUT,UNITED STATES,4.339029344,161.2304376
OLAM,BELGIUM,1.784097254,108.3563665
OLAM,UNITED STATES,11.46853768,617.2405357
BARRY CALLEBAUT,BELGIUM,32.40825305,1728.454162
OLAM,UNITED KINGDOM,14.19100124,2125.387236
CARGILL,NETHERLANDS,11.22137683,400.4875531
OLAM,UNITED KINGDOM,273.397979,66164.89506
OLAM,ESTONIA,9.357623087,539.6974983
OLAM,INDONESIA,1.459361376,43.14125257
OLAM,UNITED KINGDOM,215.4733232,13738.81272
CARGILL,NETHERLANDS,1.791181589,40.95423969
OLAM,MEXICO,6.942307475,370.2593975
BARRY CALLEBAUT,CANADA,2.450633465,130.7015101
OLAM,NETHERLANDS,102.7217296,3666.107533
BARRY CALLEBAUT,ISRAEL,5.066108139,264.1706139
SUCDEN,BELGIUM,13.86353235,799.5741714
CARGILL,BRAZIL,1.777210696,107.9381144
ECOM,CANADA,5.542011022,126.714594
BARRY CALLEBAUT,GERMANY,0.991765221,61.28641793
BARRY CALLEBAUT,ESTONIA,4.340654554,230.1284846
OLAM,AUSTRALIA,0.961640642,28.42776472
ECOM,BELGIUM,98.42861264,18003.711
BARRY CALLEBAUT,FRANCE,12.9022433,460.4771704
CARGILL,INDONESIA,16.97767697,630.8595932
OLAM,NETHERLANDS,2.822511609,516.2694255
OLAM,NETHERLANDS,2.125546476,75.86011237
OLAM,UNITED STATES,55.44897475,2891.369331
OLAM,NETHERLANDS,8.49235491,489.7934718
CARGILL,NETHERLANDS,3.012760532,103.7506039
BARRY CALLEBAUT,CANADA,3.848615921,74.03830449
BARRY CALLEBAUT,UNITED STATES,5.391174574,1060.975134
OLAM,MALAYSIA,11.2501078,683.270377
BARRY CALLEBAUT,UNITED STATES,95.97026916,3044.426765
CARGILL,UNITED STATES,18.73665696,760.5874162
ECOM,UNITED STATES,14.24502092,325.7034378
CARGILL,NETHERLANDS,35.17868576,1505.802516
OLAM,SPAIN,11.9013699,482.9994661
OLAM,UNITED STATES,9.626538571,501.972823
OLAM,UNITED STATES,96.70662223,3925.665079
OLAM,UNITED KINGDOM,4115.912468,377101.8607
BARRY CALLEBAUT,ESTONIA,21.91883671,421.6667861
CARGILL,NETHERLANDS,62.43059572,1427.436278
BARRY CALLEBAUT,CROATIA,6.085924251,327.5464798
OLAM,NETHERLANDS,5.250497171,393.8996793
BARRY CALLEBAUT,MEXICO,12.596297,569.8723143
TOUTON,MALAYSIA,0.862927649,39.79862515
BARRY CALLEBAUT,CANADA,14.38060005,749.8718618
CARGILL,INDONESIA,22.00814652,1147.607871
OLAM,UNITED KINGDOM,4.966985039,224.7126485
OLAM,AUSTRALIA,0.974067833,28.79513402
CARGILL,UNITED KINGDOM,16.31096608,864.7584967
CARGILL,INDONESIA,15.33015827,884.1612867
OLAM,SPAIN,12.31230953,457.5030257
BARRY CALLEBAUT,GERMANY,2.031739416,46.45444299
BARRY CALLEBAUT,BELGIUM,7.591920671,228.44798
OLAM,UNITED STATES,2.215653485,66.67108167
OLAM,MEXICO,6.256701273,188.2699819
CARGILL,UNITED STATES,68.08570917,2591.407645
OLAM,UNITED KINGDOM,3.217981884,170.6077471
CARGILL,NETHERLANDS,8.750033513,325.1353288
OLAM,UNITED STATES,18.26515384,750.9455663
CARGILL,UNITED KINGDOM,41.07439935,7185.718717
BARRY CALLEBAUT,CANADA,4.748420793,195.2245009
OLAM,ISRAEL,0.996842823,52.84961642
BARRY CALLEBAUT,UNITED STATES,1.433346444,64.84639536
CARGILL,FRANCE,24.47148508,1107.120755
OLAM,NETHERLANDS,6.471771652,222.8687644
BARRY CALLEBAUT,MEXICO,1.179819778,54.41383774
OLAM,MEXICO,3.743254835,311.4142513
OLAM,NETHERLANDS,5.339972264,287.3990942
ECOM,NETHERLANDS,14.84994045,438.9899872
BARRY CALLEBAUT,MALAYSIA,1.260129711,53.93909543
SUCDEN,MALAYSIA,9.74887156,516.8559282
OLAM,NETHERLANDS,17.34209427,3033.894916
SUCDEN,ESTONIA,228.1807675,9381.324524
OLAM,NETHERLANDS,28.44082343,1507.84715
OLAM,UNITED STATES,59.49354419,3201.962457
BARRY CALLEBAUT,CANADA,1.259770707,56.99361077
BARRY CALLEBAUT,ITALY,18.67355242,1695.930741
CARGILL,UNITED KINGDOM,8.927153976,476.1187349
ECOM,GERMANY,0.580338668,17.15581725
TOUTON,BULGARIA,1572.629414,144085.056
OLAM,NETHERLANDS,103.1769662,4188.319311
OLAM,MALAYSIA,11.92614074,632.2882096
ECOM,TURKEY,34.01821448,2066.081379
OLAM,MALAYSIA,27.90929721,1455.321516
BARRY CALLEBAUT,BELGIUM,3.625508432,189.0509957
OLAM,NETHERLANDS,3.844855987,173.9461192
BARRY CALLEBAUT,MEXICO,9.533039437,286.8580557
BARRY CALLEBAUT,FRANCE,7.468651072,389.4504587
CARGILL,FRANCE,36.15155595,1290.238123
ECOM,MALAYSIA,1.791890632,52.97139394
BARRY CALLEBAUT,CANADA,2.700567847,61.74678411
SUCDEN,CHINA (MAINLAND),5.421370941,406.7188698
BARRY CALLEBAUT,BELGIUM,40.05301195,2088.551698
COCOASOURCE,NETHERLANDS,6.441732622,190.4287853
ECOM,UNITED STATES,15.94323203,471.309582
OLAM,UNITED STATES,209.4148244,11270.77593
OLAM,NETHERLANDS,3.865148823,289.9688987
ETC GROUP,GERMANY,82.72225174,2489.189776
OLAM,NETHERLANDS,1.729243746,56.33357194
OLAM,NETHERLANDS,6.107853746,217.9874572
ECOM,NETHERLANDS,0.811712647,18.55929879
BARRY CALLEBAUT,AUSTRALIA,3.214765019,130.4987237
CADESA (COOPERATIVE),INDONESIA,174.1868177,10046.16117
ECOM,UNITED STATES,5.63710358,342.3670206
OLAM,SPAIN,7.395945475,1352.802415
OLAM,UNITED STATES,3.215159436,95.04568749
BARRY CALLEBAUT,CANADA,5.437031084,1069.999627
OLAM,SOUTH AFRICA,4.371852351,252.1449897
ECOM,GERMANY,2.830091037,171.8843414
BARRY CALLEBAUT,ESTONIA,3.505463206,158.5915631
CARGILL,NETHERLANDS,2.934948146,67.10574214
BARRY CALLEBAUT,POLAND,44.67088985,2713.066958
OLAM,BELGIUM,30.58011272,1594.59035
SUCDEN,SPAIN,9.765852294,288.6955263
OLAM,SPAIN,13.96825438,420.3178137
SUCDEN,INDONESIA,1382.91827,126703.6306
OLAM,MEXICO,2.668865236,120.742819
BARRY CALLEBAUT,CANADA,4.296057936,174.3922415
OLAM,SINGAPORE,1.226392558,56.56179608
TOUTON,MALAYSIA,2448.905682,224369.905
CARGILL,BRAZIL,19.91399269,710.7243901
SUCDEN,BRAZIL,19.481031,790.8042009
OLAM,SPAIN,39.88044842,7848.412905
OLAM,BELGIUM,5.924787134,377.7708519
OLAM,NETHERLANDS,4.408158648,146.8958436
OLAM,BELGIUM,5.506462228,162.7805708
OLAM,UNITED KINGDOM,24.10930238,1031.984208
OLAM,INDONESIA,2.382214647,435.7341112
OLAM,ISRAEL,0.813144125,34.80614589
CARGILL,INDONESIA,3.209837292,44.39606356
BARRY CALLEBAUT,ESTONIA,24.93982376,1438.395238
CARGILL,NETHERLANDS,2.290616043,52.37349413
BARRY CALLEBAUT,GERMANY,1.721813124,91.28536722
CARGILL,NETHERLANDS,13.29194396,715.3768718
BARRY CALLEBAUT,MALAYSIA,2.593062973,105.2616308
BARRY CALLEBAUT,BELGIUM,1.191762143,53.91681782
BARRY CALLEBAUT,NETHERLANDS,40.36172883,1389.939126
BARRY CALLEBAUT,UNITED STATES,57.32153403,3481.3983
SUCDEN,INDONESIA,24.71710628,1425.550089
ECOM,TURKEY,6.953107399,158.9784245
OLAM,ISRAEL,2.413229284,86.12742496
OLAM,NETHERLANDS,10.02769277,301.7426362
CARGILL,UNITED STATES,8.007268565,325.0434547
TOUTON,ITALY,68.85277644,2794.978605
ECOM,GERMANY,4.932465632,299.571143
ECOM,CANADA,3.992622224,188.281855
OLAM,SINGAPORE,5.402807521,192.8245702
CARGILL,UNITED STATES,23.58665083,1248.044915
BARRY CALLEBAUT,ITALY,542.2576867,49681.90753
BARRY CALLEBAUT,BELGIUM,90.34858802,4711.198677
OLAM,AUSTRALIA,14.66618077,3549.354369
OLAM,SINGAPORE,1.463255813,47.6684833
ECOM,NETHERLANDS,3.346883559,382.946717
BARRY CALLEBAUT,MALAYSIA,7.104946375,409.7751906
BARRY CALLEBAUT,FRANCE,1.404325154,74.45310737
CARGILL,NETHERLANDS,3.215057396,110.7171124
OLAM,SINGAPORE,5.515952648,196.8626856
ETC GROUP,UNITED KINGDOM,74.93610682,3907.519697
TOUTON,MALAYSIA,3.060123397,124.2212713
CARGILL,GERMANY,29.08581169,1766.514052
TOUTON,ESTONIA,21.05993911,1123.20585
BARRY CALLEBAUT,POLAND,6.863576177,94.93184125
BARRY CALLEBAUT,CANADA,2.128507219,64.04876917
OLAM,NETHERLANDS,2.175117845,98.40506619
BARRY CALLEBAUT,CANADA,4.952401759,449.7767857
TOUTON,ITALY,84.18971226,4490.154354
OLAM,NETHERLANDS,0.699222435,41.15209941
BARRY CALLEBAUT,GERMANY,11.00562068,331.1694
ECOM,NETHERLANDS,12.95408761,273.0297037
OLAM,UNITED KINGDOM,10.36733894,661.0327723
COCOASOURCE,MALAYSIA,102.4737648,9388.695135
BARRY CALLEBAUT,MALAYSIA,2.081628408,84.50068629
CARGILL,INDONESIA,0.99635627,45.95241532
BARRY CALLEBAUT,ESTONIA,1.772994396,80.21249577
CARGILL,GERMANY,60.76421707,2092.540761
ECOM,BELGIUM,153.1920652,7988.152009
OLAM,GERMANY,4.983682469,287.4320685
CARGILL,INDONESIA,1.128197767,25.79553187
BARRY CALLEBAUT,MALAYSIA,2.415279051,128.815926
ECOM,UNITED STATES,9.39776301,214.8739364
ECOM,UNITED STATES,2.767686876,147.6111623
OLAM,NETHERLANDS,8.912817727,514.0435114
BARRY CALLEBAUT,AUSTRALIA,8.846152311,510.1986078
OLAM,MEXICO,6.299503506,255.7192089
OLAM,ISRAEL,4.851795632,279.8255433
BARRY CALLEBAUT,POLAND,8.475071809,302.4727556
OLAM,UNITED STATES,93.26211622,1794.143427
BARRY CALLEBAUT,MALAYSIA,15.24692065,1744.535806
ETC GROUP,NETHERLANDS,36.28649147,4151.86024
CARGILL,UNITED KINGDOM,5.971913225,205.6551117
OLAM,UNITED STATES,18.96961387,570.8133894
OLAM,INDONESIA,6.984583164,249.2776656
CARGILL,BRAZIL,3.1217368,107.5034258
TOUTON,ESTONIA,19.81230037,1050.388738
OLAM,ISRAEL,0.438370377,20.67242607
ECOM,NETHERLANDS,0.556993078,16.46568112
CARGILL,INDONESIA,649.137272,59474.26604
BARRY CALLEBAUT,UNITED KINGDOM,1.086136064,63.92354856
ECOOKIM,NETHERLANDS,58.79814581,1769.291095
BARRY CALLEBAUT,BELGIUM,1.676288627,55.09807436
OLAM,AUSTRALIA,2.900237372,82.85753633
SUCDEN,TURKEY,1049.531007,96158.53071
OLAM,SPAIN,16.01816785,2929.904801
TOUTON,INDONESIA,0.623225524,28.7434515
BARRY CALLEBAUT,POLAND,1.77153197,104.2619002
BARRY CALLEBAUT,GERMANY,0.534888561,23.57217165
SUCDEN,TURKEY,12.99144103,273.8169915
OLAM,BELGIUM,25.73286367,1640.75529
OLAM,MALAYSIA,54.61335772,3482.206906
CARGILL,GERMANY,26.16263265,787.2580392
FILDISI,MALAYSIA,34.98436689,3205.284357
ETC GROUP,MEXICO,3.083604842,125.1435343
OLAM,UNITED KINGDOM,5.732596103,172.4991681
BARRY CALLEBAUT,GERMANY,16.12149421,654.4286772
CARGILL,NETHERLANDS,7.813782013,1537.740673
BARRY CALLEBAUT,MEXICO,57.00862004,3287.951367
OLAM,INDONESIA,3.144917542,127.6633666
BARRY CALLEBAUT,MEXICO,4.249946621,262.6266775
OLAM,SOUTH AFRICA,0.968688128,26.79775214
BARRY CALLEBAUT,UNITED KINGDOM,10.6812358,321.408356
OLAM,INDONESIA,0.832577809,19.03636759
ECOM,TURKEY,34.0809864,2069.893804
BARRY CALLEBAUT,NETHERLANDS,7.65334881,450.430872
OLAM,UNITED KINGDOM,8.950135376,543.5825578
OLAM,MALAYSIA,27.70926125,1444.890704
CARGILL,GERMANY,9.968957968,536.5326538
OLAM,NETHERLANDS,51.97193079,7444.694054
CARGILL,FRANCE,4.429563577,260.697929
BARRY CALLEBAUT,POLAND,12.3262434,642.7480814
OLAM,NETHERLANDS,1.07941485,66.70275206
OLAM,BELGIUM,48.55892854,10967.99082
ECOM,UNITED STATES,2.003985424,106.8800883
BARRY CALLEBAUT,MALAYSIA,5.12903397,162.7063093
OLAM,NETHERLANDS,4.209137239,219.4841361
OLAM,NETHERLANDS,12.44080673,793.2393267
SUSCOM,BELGIUM,4827.84263,442329.2413
OLAM,UNITED STATES,5958.86182,545953.7582
ETC GROUP,UNITED KINGDOM,5.265500071,279.1610198
BARRY CALLEBAUT,FRANCE,176.896816,6313.393986
BARRY CALLEBAUT,AUSTRALIA,1.603670027,99.099252
OMNI VALUE,BELGIUM,174.9218344,16026.42179
OLAM,MEXICO,22.62303449,918.3492757
BARRY CALLEBAUT,MALAYSIA,2.044366328,39.32879242
BARRY CALLEBAUT,GERMANY,37.45483317,1539.901671
BARRY CALLEBAUT,FRANCE,1.796948188,95.83801289
CARGILL,NETHERLANDS,1.332069547,70.62233182
BARRY CALLEBAUT,GERMANY,5.662790786,167.401914
OLAM,AUSTRALIA,1.724924121,91.45030293
OLAM,NETHERLANDS,30.65253107,1598.366582
OLAM,UNITED KINGDOM,8.284963107,503.183611
BARRY CALLEBAUT,ESTONIA,9.666362078,1384.653354
SOCODD (COOPERATIVE),NETHERLANDS,0.621338735,27.38197146
OLAM,NETHERLANDS,1.127276481,33.32424729
OLAM,NETHERLANDS,3.135719281,116.5176245
BARRY CALLEBAUT,BELGIUM,19.88642309,851.2263965
CARGILL,BRAZIL,13.37786763,713.4920523
BARRY CALLEBAUT,GERMANY,17.20257873,330.9370922
OLAM,NETHERLANDS,6.659124936,761.9297137
OLAM,ISRAEL,1.180961478,53.42818215
BARRY CALLEBAUT,FRANCE,2.3363842,66.74868775
OLAM,JAPAN,1.886814372,85.3618546
ETC GROUP,BELGIUM,6.989652964,524.373592
TOUTON,BULGARIA,10.99056743,591.5160169
SUCDEN,BELGIUM,3.097936153,71.59104212
OLAM,ESTONIA,2.415440619,55.22752951
CARGILL,INDONESIA,3.344466907,178.3730131
BARRY CALLEBAUT,GERMANY,717.1795211,65708.32932
CARGILL,NETHERLANDS,241.175126,13909.68742
ECOM,GERMANY,4.454785266,190.6844077
SUCDEN,BELGIUM,44.8199249,1842.706839
BARRY CALLEBAUT,UNITED STATES,12.64103672,2312.189166
OLAM,MEXICO,9.153396989,275.4342601
CARGILL,UNITED KINGDOM,40.43354036,2108.394232
BARRY CALLEBAUT,GERMANY,24.44693405,930.4738481
OLAM,UNITED STATES,139.0297898,8018.492416
CARGILL,NETHERLANDS,5.746248589,306.4690736
OLAM,UNITED KINGDOM,18.91960879,1091.181536
ECOM,UNITED STATES,8.720177339,556.0079624
BARRY CALLEBAUT,UNITED STATES,3.283193909,151.4224325
BARRY CALLEBAUT,UNITED STATES,15.50979859,1774.61401
ECOM,TURKEY,7.109933783,335.2862972
OLAM,UNITED KINGDOM,1.542402429,90.77668987
OLAM,ESTONIA,5.229533108,277.2541593
OLAM,UNITED STATES,23.65584705,1436.727525
BARRY CALLEBAUT,MALAYSIA,6.487504219,349.159648
ECOM,MALAYSIA,1.562327414,35.721633
OLAM,UNITED STATES,50.34928802,3777.274373
OLAM,JAPAN,4.046833323,233.3996358
OLAM,NETHERLANDS,218.6524478,12610.70017
BARRY CALLEBAUT,ITALY,9.726489409,560.9717288
BARRY CALLEBAUT,MALAYSIA,2.501779348,86.15391611
BARRY CALLEBAUT,AUSTRALIA,0.954816184,21.83127109
CARGILL,UNITED KINGDOM,11.30492759,458.9071404
BARRY CALLEBAUT,CANADA,1.849568849,83.67682033
BARRY CALLEBAUT,CANADA,23.05957984,1202.434531
OLAM,UNITED KINGDOM,54.0132362,1625.308699
BARRY CALLEBAUT,MALAYSIA,7.869783258,477.9678444
CARGILL,GERMANY,13.95492212,727.6750201
OLAM,GERMANY,3.078703607,164.1988556
OLAM,UNITED KINGDOM,94.10043246,14093.42827
OLAM,NETHERLANDS,174.9218344,16026.42179
CARGILL,BRAZIL,4.702184541,538.0187571
ECOM,NETHERLANDS,3.944465893,116.6052509
SUCDEN,ESTONIA,349.8436689,32052.84357
BARRY CALLEBAUT,BELGIUM,11.06564949,449.1939931
BARRY CALLEBAUT,MEXICO,2.07384384,67.55960889
CARGILL,NETHERLANDS,280.6334719,14240.91423
SUCDEN,SPAIN,32.94948797,1337.536679
COCOA EXPORT COTE D'IVOIRE,UNITED KINGDOM,174.9218344,16026.42179
BARRY CALLEBAUT,UNITED STATES,31.43434248,1639.133892
CARGILL,UNITED STATES,9.223736933,569.9834848
OLAM,SPAIN,22.6652895,1307.212305
CARGILL,NETHERLANDS,25.06852926,1182.16774
OLAM,NETHERLANDS,23.69000124,1071.765443
BARRY CALLEBAUT,MEXICO,12.7941446,578.8231884
CARGILL,UNITED STATES,56.58387781,1948.582183
SUCDEN,INDONESIA,6.231258347,397.3117887
OLAM,ESTONIA,27.01092339,1453.736935
ECOOKIM,UNITED STATES,147.4876843,8957.600001
OLAM,INDONESIA,6.640334657,498.1672415
OLAM,MEXICO,3.035717851,98.89457767
BARRY CALLEBAUT,CANADA,15.07576741,915.6201402
ECOM,SPAIN,2.962683758,139.7125905
BARRY CALLEBAUT,MALAYSIA,0.702693021,30.07835272
OLAM,NETHERLANDS,11.77582025,2060.108811
OLAM,AUSTRALIA,3.495304505,639.3308864
BARRY CALLEBAUT,ESTONIA,3.357404598,136.2889705
CARGILL,GERMANY,94.93162028,18682.40161
COCOASOURCE,ITALY,104.9531007,9615.853071
ETC GROUP,GERMANY,6.656348467,270.1380415
TOUTON,MALAYSIA,23.05017152,935.688284
BARRY CALLEBAUT,CROATIA,0.457700627,26.93755341
SUCDEN,MALAYSIA,1469.343409,134621.943
CAYWANDA (COOPERATIVE),MALAYSIA,18.5188519,423.4218933
ECOM,NETHERLANDS,0.52761322,12.06354421
SAFAL COMMODITIES,BELGIUM,384.8280357,35258.12793
SUCDEN,BRAZIL,44.91701262,1823.340986
COCOASOURCE,GERMANY,133.2158942,12205.30368
BARRY CALLEBAUT,CANADA,20.33535063,1172.83393
SOPLAD (COOPERATIVE),GERMANY,118.627838,3569.622385
BARRY CALLEBAUT,GERMANY,21.23352613,408.4830249
SUCDEN,MALAYSIA,8.659033339,552.1093546
ECOM,GERMANY,3.222602808,95.26572649
OLAM,NETHERLANDS,130.7090293,8334.149438
OLAM,UNITED KINGDOM,7.071310496,368.7312594
CARGILL,UNITED KINGDOM,7.537843757,393.0584895
OLAM,INDONESIA,6.746708809,409.7584089
ETC GROUP,UNITED KINGDOM,13.77761431,1251.28198
BARRY CALLEBAUT,FRANCE,5.184377545,178.5347011
OLAM,GERMANY,4.039181789,121.5427506
ETC GROUP,SPAIN,12.24676828,1112.250649
TOUTON,UNITED STATES,1604.555533,315774.1413
BARRY CALLEBAUT,POLAND,15.55907305,631.4419298
ETC GROUP,MALAYSIA,32.54214806,1320.67487
OLAM,ESTONIA,1.489984443,34.06755652
CARGILL,NETHERLANDS,6.358327761,322.6571646
ECOM,NETHERLANDS,11.84562164,270.8426833
ECOOKIM,GERMANY,150.6782132,39262.45343
OLAM,UNITED KINGDOM,13.52075799,428.9136403
BARRY CALLEBAUT,CANADA,6.266630356,268.2393486
OLAM,BELGIUM,8.972171783,475.6776357
OLAM,UNITED STATES,5.024212259,159.3810917
CARGILL,CANADA,0.154193317,6.795193601
OLAM,INDONESIA,1.836986749,83.10759029
OLAM,UNITED STATES,10.82108246,319.8899595
ECOOKIM,BELGIUM,14.47635821,1656.368903
BARRY CALLEBAUT,ESTONIA,10.18659032,925.1454292
CARGILL,INDONESIA,5.374582732,286.646734
BARRY CALLEBAUT,CROATIA,0.655074791,19.36514662
TOUTON,GHANA,2.660693585,122.7124276
CARGILL,INDONESIA,1.646506785,87.81440644
BARRY CALLEBAUT,AUSTRALIA,7.774608589,149.5651553
BARRY CALLEBAUT,UNITED STATES,1.783036013,58.60676334
OLAM,AUSTRALIA,14.92200746,1707.359598
CARGILL,GERMANY,2.488718396,57.51246466
OLAM,UNITED STATES,1.079257821,48.82698083
OLAM,GERMANY,0.75292429,32.0631088
BARRY CALLEBAUT,ISRAEL,2.322295968,44.675504
SUCDEN,TURKEY,12.86955663,522.4209871
ECOM,UNITED STATES,2.26407283,137.5074731
BARRY CALLEBAUT,UNITED STATES,75.25978046,13765.86849
BARRY CALLEBAUT,MALAYSIA,314.859302,28847.55921
BARRY CALLEBAUT,CANADA,1.19569416,63.39211785
OLAM,UNITED STATES,24.10810973,725.4355265
OLAM,GERMANY,11.17997938,2525.218634
OLAM,UNITED KINGDOM,106.9001129,5753.399849
OLAM,INDONESIA,1.224756845,52.15599032
BARRY CALLEBAUT,CANADA,22.34857724,2557.099503
BARRY CALLEBAUT,GERMANY,46.32111542,2415.39998
ETC GROUP,BELGIUM,4.012672047,162.8886023
BARRY CALLEBAUT,BELGIUM,0.586739074,34.5319937
OLAM,ESTONIA,6.369966598,209.3749773
BARRY CALLEBAUT,BELGIUM,6.89852283,397.8697879
BARRY CALLEBAUT,CANADA,2.245017296,96.096617
BARRY CALLEBAUT,GERMANY,10.82137824,1979.352967
OLAM,MALAYSIA,37.93408065,2187.834265
ETC GROUP,UNITED STATES,4.928050491,187.5663465
CASB (COOPERATIVE),GERMANY,36.80603196,1088.05012
OLAM,MEXICO,1.63847241,48.43608529
OLAM,UNITED STATES,2.823038669,149.6690425
OLAM,MALAYSIA,39.32125468,2267.839021
BARRY CALLEBAUT,ITALY,2.845442602,121.7974616
CARGILL,UNITED KINGDOM,4.054452054,92.7024944
OLAM,NETHERLANDS,10.83332082,208.4075735
TOUTON,UNITED KINGDOM,24.70339485,1309.699897
