trader_group,country_of_destination,cocoa_deforestation_15_years_total_exposure,cocoa_net_emissions_15_years_total
SUCDEN,SPAIN,9.567001615,218.7434706
OLAM,NETHERLANDS,60.73142896,3502.663013
ETC GROUP,GERMANY,4.802530659,92.38937701
CEMOI,FRANCE,216.3212036,11537.2243
TOUTON,ESTONIA,60.14668976,2441.567642
ECOM,TURKEY,2.573023211,121.3371954
SUCDEN,BELGIUM,49.52578965,3007.927175
ECOM,UNITED STATES,0.811712647,18.55929879
SUCDEN,BELGIUM,6.888308708,245.8416593
BARRY CALLEBAUT,NETHERLANDS,112.8176829,4026.429061
TIBONI (COOPERATIVE),UNITED STATES,134.3764173,7124.23458
ECOOKIM,ITALY,6.726554943,875.9519769
SUCDEN,UNITED KINGDOM,0.537356764,12.2863242
BARRY CALLEBAUT,AUSTRALIA,3.591842307,187.2954862
BARRY CALLEBAUT,FRANCE,0.797884955,23.58686268
ETC GROUP,NETHERLANDS,14.54303733,1320.797646
BARRY CALLEBAUT,UNITED STATES,193.7972434,7866.91804
BARRY CALLEBAUT,CANADA,4.721869955,286.7807066
OLAM,UNITED KINGDOM,42.50566603,2581.563037
BARRY CALLEBAUT,CANADA,10.37451051,199.5811439
OLAM,MALAYSIA,6.381084596,273.1384936
BARRY CALLEBAUT,MEXICO,8.688695862,330.7001301
BARRY CALLEBAUT,GERMANY,1.918481486,56.71363907
BARRY CALLEBAUT,CANADA,9.166542766,275.8298288
OLAM,ISRAEL,4.674554752,269.6032402
BARRY CALLEBAUT,NETHERLANDS,101.7645562,5477.002468
BARRY CALLEBAUT,BELGIUM,98.13871678,2953.0856
OLAM,NETHERLANDS,64.02446117,2598.980149
OLAM,NETHERLANDS,16.83654896,877.9365445
BARRY CALLEBAUT,NETHERLANDS,45.17305982,4102.614173
CARGILL,FRANCE,5.696330909,162.7397639
ECOM,ITALY,4.465592622,210.5859296
TOUTON,SPAIN,8.241630339,436.9465197
ETC GROUP,SPAIN,9.525776291,496.7186056
CARGILL,BRAZIL,49.34821546,2504.20486
TOUTON,ESTONIA,44.05855333,7707.778477
BARRY CALLEBAUT,BELGIUM,8.64909525,308.6835997
CARGILL,UNITED KINGDOM,8.99532531,1029.235178
ECOM,GERMANY,667.0794372,61118.13577
OLAM,UNITED KINGDOM,58.63086888,2380.035092
ECOM,MALAYSIA,1.551623574,45.86868312
TOUTON,GHANA,4.811918554,110.0214892
ETC GROUP,GERMANY,24.31171576,925.3273094
BARRY CALLEBAUT,CANADA,8.257822511,430.6015549
BARRY CALLEBAUT,FRANCE,1.137620659,53.64728137
BARRY CALLEBAUT,BELGIUM,47.54384243,2479.158695
OLAM,NETHERLANDS,4.986030658,912.0016282
BARRY CALLEBAUT,CANADA,3.9421118,358.0223214
OLAM,SPAIN,6.719586458,350.3907202
TOUTON,TURKEY,9.936244819,526.7898964
OLAM,ESTONIA,17.50248927,1115.977694
OLAM,NETHERLANDS,16.51178777,496.8551077
OLAM,INDONESIA,8.623774137,449.6839872
CARGILL,NETHERLANDS,1.715869973,69.65325311
CEMOI,BELGIUM,5.320083947,157.2709057
BARRY CALLEBAUT,CANADA,12.30227509,556.5703935
BARRY CALLEBAUT,ESTONIA,9.349449498,213.7692783
ECOM,TURKEY,57.60990163,3004.050182
SUCDEN,ESTONIA,33.64204839,2078.920086
CARGILL,BRAZIL,7.176894592,212.1614478
ETC GROUP,SPAIN,4.680444508,248.1431287
BARRY CALLEBAUT,CANADA,14.53191699,518.6397326
OLAM,ESTONIA,8.679514018,460.1617989
CARGILL,UNITED STATES,23.75808103,964.4248437
OLAM,ESTONIA,3.745280638,110.7169894
ECOM,MEXICO,98.82658329,9054.538632
CARGILL,UNITED STATES,15.07027935,798.9810078
OLAM,ISRAEL,4.412216723,237.4669805
BARRY CALLEBAUT,UNITED KINGDOM,8.252047535,114.1361364
BARRY CALLEBAUT,BELGIUM,1.711421562,69.47267631
ECOM,NETHERLANDS,3.896220705,89.08463419
CARGILL,NETHERLANDS,95.43581843,3874.078642
OLAM,ISRAEL,1.055894909,55.98038091
CARGILL,UNITED STATES,10.47997138,448.5888806
OLAM,UNITED STATES,18.72564584,2682.346069
CARGILL,NETHERLANDS,11.34266013,591.4594413
SUCDEN,MALAYSIA,36.18927582,2714.97035
ECOM,ITALY,22.50245084,4115.953794
COCOA EXPORT COTE D'IVOIRE,INDONESIA,2099.062013,192317.0614
CEMOI,BELGIUM,17.84566666,724.4189569
OLAM,UNITED KINGDOM,74.93129428,2674.275283
SUCDEN,NETHERLANDS,297.3671185,27244.91704
ETC GROUP,MEXICO,3.009504036,122.1664517
OLAM,NETHERLANDS,91.29822446,4913.700992
ECOM,NETHERLANDS,0.870508003,25.73372588
BARRY CALLEBAUT,UNITED STATES,0.552408413,12.63047068
CARGILL,UNITED KINGDOM,3.550161902,185.1220746
OLAM,ESTONIA,6.993038584,316.3738583
BARRY CALLEBAUT,AUSTRALIA,7.286018529,295.7653556
BARRY CALLEBAUT,FRANCE,5.888336925,266.3957663
OLAM,UNITED STATES,54.18221824,4064.826186
CARGILL,UNITED STATES,88.32456368,4605.656565
OLAM,BELGIUM,3.014146099,157.1716993
ECOM,NETHERLANDS,0.575234609,17.00493242
BARRY CALLEBAUT,GERMANY,5.048100466,144.220322
OLAM,SINGAPORE,4.692492895,141.2014917
CARGILL,FRANCE,21.13782754,3866.348697
BARRY CALLEBAUT,ITALY,1.188152046,54.79812585
BARRY CALLEBAUT,UNITED STATES,23.08172751,694.5507275
BARRY CALLEBAUT,FRANCE,1.53850042,81.5666775
SUCDEN,UNITED KINGDOM,1.832068815,111.2698982
OLAM,INDONESIA,6.738436661,409.2560036
BARRY CALLEBAUT,FRANCE,8.59150137,521.8010783
CARGILL,GERMANY,12.44482563,532.6932867
BARRY CALLEBAUT,SENEGAL,10.91800756,587.6108205
BARRY CALLEBAUT,INDONESIA,1.277757598,68.14762387
BARRY CALLEBAUT,GERMANY,3.376875709,205.0930694
TOUTON,SPAIN,2358.944122,216127.584
BARRY CALLEBAUT,CANADA,3.271470911,170.5898207
CARGILL,UNITED STATES,57.42763647,3661.64837
BARRY CALLEBAUT,UNITED ARAB EMIRATES,2.130289383,76.02938528
ECOM,UNITED STATES,2.980610087,545.1874325
OLAM,NETHERLANDS,319.8727318,20395.43222
CARGILL,FRANCE,68.52741085,3573.340263
CARGILL,NETHERLANDS,139.1738514,4967.072762
OLAM,SINGAPORE,2.643142411,119.5790861
OLAM,BELGIUM,17.88271877,538.1077012
SUCDEN,SPAIN,58.46502681,3048.640416
ECOM,NETHERLANDS,0.918918273,27.16481741
BARRY CALLEBAUT,ITALY,21.35674009,1231.742195
BARRY CALLEBAUT,GERMANY,1.938591355,57.30812166
CARGILL,UNITED KINGDOM,23.85586728,1375.878444
CARGILL,NETHERLANDS,370.5826499,13225.98295
BARRY CALLEBAUT,UNITED KINGDOM,14.81978838,772.7731992
OLAM,MEXICO,21.121096,1218.151508
OLAM,UNITED STATES,37.87382676,1139.658802
OLAM,MALAYSIA,16.56992621,1006.367222
ECOOKIM,UNITED STATES,53.5381265,9792.73131
OLAM,NETHERLANDS,5.532209285,502.4348652
OLAM,NETHERLANDS,8.94604767,515.9600363
BARRY CALLEBAUT,INDONESIA,5.257558845,601.564071
ECOM,UNITED STATES,2.048062369,109.2308777
SUCDEN,UNITED KINGDOM,1866.711433,171028.9906
OLAM,UNITED STATES,6.019706633,1101.072702
CARGILL,GERMANY,12.33783137,371.2568633
CARGILL,UNITED KINGDOM,0.678183909,31.98141906
TOUTON,SPAIN,20.61435341,1099.441087
OLAM,NETHERLANDS,109.8141599,20086.25689
OLAM,INDONESIA,10.99324623,557.8588888
OLAM,AUSTRALIA,7.833070019,451.7694562
BARRY CALLEBAUT,BELGIUM,70.5641123,12906.97746
BARRY CALLEBAUT,ITALY,2.555680935,155.2181638
OLAM,UNITED STATES,98.4487395,18007.39243
BARRY CALLEBAUT,ITALY,10.09866293,456.8762087
CARGILL,UNITED KINGDOM,2.353205465,95.52496309
BARRY CALLEBAUT,ESTONIA,11.3583314,655.0876206
TOUTON,BELGIUM,4925.387958,451266.3906
ETC GROUP,FRANCE,1.170111127,62.03578218
CARGILL,UNITED STATES,36.48041366,1902.259685
CADESA (COOPERATIVE),BELGIUM,116.1245451,6697.440782
TANMONDIAL,MALAYSIA,3970.725641,363799.7745
BARRY CALLEBAUT,MALAYSIA,2.84923888,173.0472773
OLAM,PORTUGAL,9.592148872,1097.52307
OLAM,ISRAEL,2.485937925,88.72237441
CARGILL,NETHERLANDS,3.647617956,221.5364813
OLAM,BELGIUM,40.57152351,2339.94782
OLAM,AUSTRALIA,0.965839519,28.55189078
ECOM,NETHERLANDS,2116.554197,193919.7036
OLAM,INDONESIA,2.022466627,59.78762013
BARRY CALLEBAUT,UNITED KINGDOM,10.18954167,363.6616674
BARRY CALLEBAUT,MEXICO,0.072563092,0.080228317
CARGILL,UNITED STATES,73.14469375,2717.923767
COCOASOURCE,MALAYSIA,1486.835593,136224.5852
CARGILL,UNITED STATES,6.332716092,187.2060676
CARGILL,UNITED KINGDOM,2.906992098,87.47410589
BARRY CALLEBAUT,FRANCE,5.043629723,97.02755507
CARGILL,UNITED STATES,10.27413221,1879.255453
OLAM,NETHERLANDS,47.53927903,2741.810578
BARRY CALLEBAUT,AUSTRALIA,2.998499625,156.3558189
TOUTON,MALAYSIA,6.85215453,278.1532757
CARGILL,BRAZIL,91.18110018,4907.397324
BARRY CALLEBAUT,GERMANY,54.83234448,2480.684208
OLAM,UNITED KINGDOM,2.573113191,76.06568728
ECOM,UNITED STATES,18.17892912,822.4376108
ETC GROUP,UNITED KINGDOM,90.96634285,3691.734263
ECOM,GERMANY,1.889137776,39.81683179
OLAM,NETHERLANDS,15.46059529,1159.875595
OLAM,SINGAPORE,3.953034464,206.1297375
ECOM,UNITED STATES,2.268250597,137.761208
BARRY CALLEBAUT,BELGIUM,118.5142951,4081.283447
OLAM,UNITED STATES,65.36228688,5988.523856
BARRY CALLEBAUT,CANADA,7.421011655,223.3051682
OLAM,MALAYSIA,17.2654573,1048.609998
ETC GROUP,MALAYSIA,699.6873377,64105.68714
BARRY CALLEBAUT,CANADA,3.61814641,82.72664045
BARRY CALLEBAUT,ITALY,97.89774894,5268.889608
OLAM,AUSTRALIA,3.851547654,137.4605736
CARGILL,BRAZIL,2.623168099,85.45494479
CARGILL,BRAZIL,26.87932974,4916.534649
CARGILL,NETHERLANDS,3.888211597,209.2648493
OLAM,NETHERLANDS,2.528253258,76.07750064
ECOM,NETHERLANDS,17.47470873,1601.041137
BARRY CALLEBAUT,FRANCE,4.760031045,253.8703786
OLAM,NETHERLANDS,6.360474051,331.6649168
BARRY CALLEBAUT,FRANCE,47.96289974,2581.379314
ECOOKIM,UNKNOWN COUNTRY,9.862697404,521.8667725
BARRY CALLEBAUT,FRANCE,14.69069899,647.4090183
OLAM,UNITED STATES,4.808491137,250.7372564
ECOM,ITALY,5.608354818,128.2315031
OLAM,NETHERLANDS,4.079533386,746.1929831
CARGILL,UNITED STATES,28.83691092,1751.397173
BARRY CALLEBAUT,MALAYSIA,11.2696193,1289.457382
BARRY CALLEBAUT,UNITED KINGDOM,29.19719502,1522.478542
BARRY CALLEBAUT,MALAYSIA,2.414688953,98.0207961
OLAM,NETHERLANDS,14.25272323,1069.259335
CARGILL,BRAZIL,27.65554576,2074.757923
OLAM,NETHERLANDS,28.23617702,4939.749063
BARRY CALLEBAUT,GERMANY,48.09515229,2921.03804
BARRY CALLEBAUT,GERMANY,2.780820061,148.3116045
BARRY CALLEBAUT,POLAND,13.89956403,801.6522857
BARRY CALLEBAUT,CANADA,6.951493909,314.494325
BARRY CALLEBAUT,AUSTRALIA,0.492143179,22.69787269
BARRY CALLEBAUT,ITALY,19.1226938,575.4197075
BARRY CALLEBAUT,ISRAEL,13.92650457,803.2060716
BARRY CALLEBAUT,GERMANY,20.82282334,626.5781923
CARGILL,GERMANY,4.137291155,167.9473343
BARRY CALLEBAUT,BELGIUM,0.448807646,26.41416517
COCOASOURCE,MALAYSIA,3.495489358,105.1825378
BARRY CALLEBAUT,AUSTRALIA,5.588607009,339.4216026
TOUTON,MALAYSIA,91.39466205,2790.334756
BARRY CALLEBAUT,UNITED KINGDOM,7.413620604,317.3355773
OLAM,BELGIUM,20.13391614,3682.721902
BARRY CALLEBAUT,BELGIUM,5.710753539,203.8150706
BARRY CALLEBAUT,MALAYSIA,4.510032832,260.1144985
CARGILL,NETHERLANDS,1.408918222,41.65006547
OLAM,UNITED STATES,18.67624798,990.1586481
OLAM,MALAYSIA,29.39181507,1532.626943
ETC GROUP,NETHERLANDS,9.790820978,734.5211546
OLAM,MEXICO,20.20384557,1087.377729
CEMOI,POLAND,81.42650106,4945.40293
OLAM,NETHERLANDS,22.36274869,798.1197531
SUCDEN,UNITED KINGDOM,1.759148028,71.41006298
CARGILL,UNITED STATES,26.61390382,844.2623098
BARRY CALLEBAUT,GERMANY,17.70836073,757.9957453
ECOM,TURKEY,8.909071305,475.154318
BARRY CALLEBAUT,GERMANY,8.648854423,458.5363191
BARRY CALLEBAUT,UNITED KINGDOM,27.44952949,5020.830658
BARRY CALLEBAUT,NETHERLANDS,138.0155978,8382.316972
ECOM,TURKEY,13.22156488,565.9411436
BARRY CALLEBAUT,BELGIUM,2.242180305,118.8736743
ECOM,ITALY,20.37465423,429.4309236
CARGILL,FRANCE,109.9978735,5735.804482
OLAM,AUSTRALIA,4.613269059,346.0939305
OLAM,BELGIUM,2.950366489,101.6019367
BARRY CALLEBAUT,FRANCE,175.6744382,34572.46801
SOCODENI (COOPERATIVE),CANADA,1161.245451,66974.40782
BARRY CALLEBAUT,CANADA,22.164617,899.7404827
BARRY CALLEBAUT,GERMANY,1.039475725,47.02718878
OLAM,MALAYSIA,11.17455788,453.6149709
BARRY CALLEBAUT,CANADA,10.66402219,367.2375321
OLAM,UNITED STATES,52.56029234,2377.893713
ECOM,TURKEY,7.412150738,472.6067681
ECOM,NETHERLANDS,1.981063726,120.319039
OLAM,BELGIUM,0.556449646,18.12745962
BARRY CALLEBAUT,CANADA,3.194601168,194.0227048
OLAM,NETHERLANDS,82.10619137,4281.401499
CARGILL,NETHERLANDS,3.281025458,98.72911887
BARRY CALLEBAUT,POLAND,2.842347091,150.6927171
BARRY CALLEBAUT,CANADA,63.5507327,4052.063625
OLAM,SPAIN,2.307341781,75.16627112
BARRY CALLEBAUT,CROATIA,2.330360432,70.1227208
ECOM,NETHERLANDS,14.53714894,2659.009624
BARRY CALLEBAUT,BELGIUM,16.99585256,901.0691235
OLAM,INDONESIA,5.625849299,209.0463264
BARRY CALLEBAUT,FRANCE,7.047312877,251.5164701
ETC GROUP,GERMANY,23.49691485,1225.239227
OLAM,NETHERLANDS,2.532899785,102.8193934
OLAM,MALAYSIA,20.29951692,724.4836335
BARRY CALLEBAUT,CROATIA,5.447658903,221.1398126
CYRIAN INTERNATIONAL,TURKEY,699.6873377,64105.68714
OLAM,UNITED STATES,109.0429724,6289.01366
ECOM,UNITED STATES,14.69129732,335.9072667
CARGILL,UNITED STATES,24.70448982,1288.207844
OLAM,NETHERLANDS,4.476775115,233.4400289
TOUTON,TURKEY,11.21978547,455.4509197
BARRY CALLEBAUT,MALAYSIA,20.67366368,1112.663497
BARRY CALLEBAUT,ISRAEL,6.664805112,424.9552006
CARGILL,UNITED STATES,14.45083568,497.6442412
OLAM,BELGIUM,5.321408092,157.3100497
ECOM,ITALY,4.588578358,104.9149562
ECOM,NETHERLANDS,4.713602007,245.7892926
OLAM,UNITED STATES,1.46743301,47.80456385
OLAM,NETHERLANDS,4.057394704,246.4240929
SUCDEN,MALAYSIA,26.00834408,1055.771009
BARRY CALLEBAUT,NETHERLANDS,67.29315827,3508.980551
BARRY CALLEBAUT,AUSTRALIA,7.931318077,321.9603548
BARRY CALLEBAUT,MEXICO,7.400649037,222.692438
ETC GROUP,UNITED KINGDOM,6.019008071,244.3329035
OLAM,SINGAPORE,2.608805645,118.0256476
OLAM,MEXICO,40.79257596,9872.188952
BARRY CALLEBAUT,MALAYSIA,0.564680839,12.91107199
OLAM,UNITED STATES,64.61489426,2153.202768
BARRY CALLEBAUT,SENEGAL,2.093291782,40.27000291
BARRY CALLEBAUT,CANADA,4.514350009,135.8410059
OLAM,SPAIN,23.4693849,1223.803686
CARGILL,UNITED STATES,7.014895488,300.2683882
OLAM,ISRAEL,3.815109052,436.5205602
OLAM,GERMANY,10.08346591,581.5602182
BARRY CALLEBAUT,MEXICO,15.19552151,457.2474272
OLAM,UNITED STATES,273.7993952,11256.86888
BARRY CALLEBAUT,INDONESIA,4.461050305,240.0952202
OLAM,NETHERLANDS,4.512439955,235.2997608
ECOM,CANADA,3.904555509,89.27520424
BARRY CALLEBAUT,ISRAEL,0.824640066,24.37779014
OLAM,UNITED STATES,25.07735627,1329.526209
OLAM,BELGIUM,11.57851061,623.1593156
TOUTON,TURKEY,35.63868801,1130.551957
ECOM,UNITED STATES,14.25760068,421.4793964
ETC GROUP,NETHERLANDS,2.657693324,51.12775908
BARRY CALLEBAUT,POLAND,2.656760412,113.7210338
BARRY CALLEBAUT,AUSTRALIA,4.968069721,149.4938556
ECOM,TURKEY,2.533518574,463.4093176
ECOM,NETHERLANDS,3.180001331,581.6583553
CARGILL,NETHERLANDS,44.82143801,1348.71891
CARGILL,UNITED KINGDOM,25.18963089,1313.505372
TOUTON,UNITED KINGDOM,29.4572566,1571.06641
CARGILL,FRANCE,209.1847707,13337.8478
OLAM,GERMANY,2.793639469,113.4037427
CARGILL,UNITED STATES,5.871262139,311.2767077
BARRY CALLEBAUT,BELGIUM,2.942430793,88.54048931
ECOM,SPAIN,2.852800099,115.8052827
BARRY CALLEBAUT,GERMANY,17.54932381,712.389349
ECOM,UNITED STATES,22.5242133,1201.301106
BARRY CALLEBAUT,GERMANY,2.136446289,70.22303594
SUCDEN,UNITED KINGDOM,2.807504638,64.87938192
SUCDEN,ESTONIA,140.7853029,7341.205293
ECOM,UNITED STATES,14.38410842,425.2191848
BARRY CALLEBAUT,ITALY,3.777495964,229.4245653
SUCDEN,SPAIN,4.44416344,180.4043696
BARRY CALLEBAUT,UNITED ARAB EMIRATES,2.832023461,85.21822964
OLAM,ISRAEL,5.316353832,1200.803267
ETC GROUP,SPAIN,11.48134526,1042.734984
OLAM,BELGIUM,13.17685144,702.7711021
BARRY CALLEBAUT,UNITED STATES,8.312806327,504.8746567
OLAM,BELGIUM,2.140088985,76.37913012
OLAM,NETHERLANDS,653.9222649,35194.31512
BARRY CALLEBAUT,CANADA,21.42852995,869.8600961
COCOASOURCE,ITALY,69.96873377,6410.568714
ECOM,NETHERLANDS,0.852298279,19.48726373
OLAM,BELGIUM,30.78857939,1605.460779
ETC GROUP,UNITED KINGDOM,9.18507621,834.187987
CARGILL,UNITED KINGDOM,46.52180385,2503.819051
SUCDEN,GERMANY,6.231258347,397.3117887
SUCDEN,BELGIUM,31.2748662,1899.465321
SUCDEN,CANADA,97.02074726,3938.416529
OLAM,SOUTH AFRICA,2.773401051,112.554373
BARRY CALLEBAUT,MEXICO,22.06039156,819.7240218
ECOM,UNITED STATES,49.40277059,950.3929325
OLAM,BELGIUM,57.00547046,3634.730607
BARRY CALLEBAUT,UNITED KINGDOM,18.1745166,947.7044458
TOUTON,UNITED STATES,146.4912477,5946.599748
BARRY CALLEBAUT,FRANCE,116.9419696,3340.941534
BARRY CALLEBAUT,MEXICO,10.573125,203.4020189
OLAM,NETHERLANDS,15.47320589,353.7851141
OLAM,ESTONIA,17.81045096,1135.613665
OLAM,MALAYSIA,17.1752045,612.9778661
CARGILL,NETHERLANDS,93.00331172,5648.515463
BARRY CALLEBAUT,UNITED KINGDOM,3.417341441,181.1771928
ECOM,SPAIN,17.32837417,924.1874409
BARRY CALLEBAUT,UNITED KINGDOM,17.69645022,718.3617322
BARRY CALLEBAUT,BELGIUM,3.746508368,198.6286359
OLAM,SINGAPORE,2.548107664,90.94119364
ECOM,TURKEY,3.825915193,199.5011432
OLAM,GERMANY,0.921867116,43.47289599
CARGILL,NETHERLANDS,11.90526455,2342.938347
CARGILL,NETHERLANDS,53.65143125,1226.706208
SUCDEN,ITALY,41.23811711,2504.579007
BARRY CALLEBAUT,MEXICO,1.807206775,58.87337346
BARRY CALLEBAUT,AUSTRALIA,3.625925974,124.8662167
TOUTON,BULGARIA,15.74082,839.5171995
BARRY CALLEBAUT,POLAND,8.12550871,423.7020934
OLAM,MALAYSIA,25.58686131,1038.404861
BARRY CALLEBAUT,GERMANY,23.10761512,1403.430898
BARRY CALLEBAUT,AUSTRALIA,6.008850185,364.9448881
BARRY CALLEBAUT,MALAYSIA,1381.882492,126608.7321
CARGILL,GERMANY,68.35797412,3645.788148
ECOOKIM,BELGIUM,11.71261753,2543.738554
OLAM,UNITED KINGDOM,33.33166363,1767.144827
CARGILL,BRAZIL,4.364295474,201.2833402
BARRY CALLEBAUT,UNITED STATES,139.9374675,12821.13743
OLAM,JAPAN,4.139985039,238.772127
OLAM,MEXICO,15.24428319,483.5883461
CARGILL,GERMANY,11.08507689,591.2088889
OLAM,NETHERLANDS,138.6310355,10400.29519
OLAM,UNITED STATES,2.859817338,79.11387988
BARRY CALLEBAUT,GERMANY,28.94312915,1557.728896
BARRY CALLEBAUT,NETHERLANDS,44.10168103,848.4124568
OLAM,MALAYSIA,2.047322481,46.81073998
OLAM,BELGIUM,18.83355198,672.1637874
OLAM,NETHERLANDS,9.420397986,298.839547
OLAM,MEXICO,2.544313679,117.3449321
OLAM,NETHERLANDS,4.263958865,779.9264976
ETC GROUP,UNITED STATES,5.740672631,521.3674918
CARGILL,GERMANY,78.13056863,2788.456419
CARGILL,GERMANY,6.785524377,359.0437343
CEMOI,FRANCE,713.2969743,28955.2562
OLAM,INDONESIA,11.27209301,650.1138526
BARRY CALLEBAUT,MALAYSIA,0.543045558,12.4163949
OLAM,NETHERLANDS,8.598391615,495.9091001
BARRY CALLEBAUT,GERMANY,1.259770707,56.99361077
OLAM,GERMANY,7.788681401,320.2204491
OLAM,UNITED STATES,413.0876173,99971.10787
ECOM,NETHERLANDS,4.89063239,255.0204862
OLAM,ISRAEL,9.095503986,1591.203627
OLAM,NETHERLANDS,9.416800708,283.3603239
CARGILL,NETHERLANDS,35.09549906,1871.77511
SOPLAD (COOPERATIVE),MALAYSIA,94.90227043,2855.697908
ETC GROUP,BELGIUM,2.340222254,124.0715644
OLAM,SOUTH AFRICA,2.645492922,240.2634845
OLAM,BELGIUM,8.891754673,1626.402904
BARRY CALLEBAUT,MALAYSIA,9.128948579,554.4426995
ECOM,NETHERLANDS,4.284575571,230.597291
SUCDEN,BELGIUM,13.52114004,779.8268196
BARRY CALLEBAUT,NETHERLANDS,36.61389229,1306.738768
CARGILL,GERMANY,6.238723109,287.7328159
CARGILL,UNITED KINGDOM,14.47142665,278.3961597
BARRY CALLEBAUT,FRANCE,0.801976051,26.12597307
CARGILL,INDONESIA,3.495376563,500.6935228
CARGILL,UNITED STATES,52.11166396,3005.521211
OLAM,SOUTH AFRICA,1.826942913,54.97441771
BARRY CALLEBAUT,BELGIUM,1.315263576,69.73132964
BARRY CALLEBAUT,MALAYSIA,4.149848077,223.3462122
OLAM,BELGIUM,10.03382969,358.104354
CARGILL,BRAZIL,27.99770538,1459.931532
BARRY CALLEBAUT,CANADA,2.16618902,131.5625428
OLAM,NETHERLANDS,8.677762378,467.0400751
TOUTON,ITALY,154.1734769,6258.448703
OLAM,SPAIN,25.4372688,806.936384
CARGILL,GERMANY,1.511806588,34.56650613
ECOM,CHINA (MAINLAND),2.805579593,149.6321236
CARGILL,FRANCE,33.38168074,2027.42178
S3C,UNITED STATES,629.7186039,57695.11843
CARGILL,GERMANY,9.074854411,523.388918
ECOM,TURKEY,41.58513124,2217.89163
COCOASOURCE,MALAYSIA,1.244114505,28.44589512
BARRY CALLEBAUT,AUSTRALIA,4.082986229,165.7429046
OLAM,UNITED KINGDOM,4.192603637,222.279269
ECOM,NETHERLANDS,0.538197882,12.30555583
OLAM,SINGAPORE,1.286428042,58.19962214
CARGILL,GERMANY,180.3775459,11501.06791
SUCDEN,MEXICO,2.345614965,142.459899
ECOM,UNITED KINGDOM,1.658110481,49.01662072
BARRY CALLEBAUT,GERMANY,9.123260926,412.7477955
OLAM,BELGIUM,4.829236315,222.7266284
BARRY CALLEBAUT,MALAYSIA,1.961238241,44.842478
CARGILL,NETHERLANDS,65.57268917,1973.143429
BARRY CALLEBAUT,BELGIUM,14.79519253,898.5795474
BARRY CALLEBAUT,FRANCE,2.420075647,109.4872652
OLAM,UNITED STATES,14.52229639,3280.146787
OLAM,SPAIN,6.001554441,197.2656066
OLAM,UNITED STATES,302.9621969,19317.19818
ECOM,GERMANY,10.93001142,230.3688125
COCOASOURCE,NETHERLANDS,16.24274951,986.4962878
BARRY CALLEBAUT,GERMANY,6.634665305,345.9625335
CARGILL,UNITED STATES,89.38661517,5155.340425
BARRY CALLEBAUT,ITALY,769.6560715,70516.25586
OLAM,SINGAPORE,4.412057383,132.7629253
OLAM,NETHERLANDS,234.2010029,9507.050061
OLAM,UNITED STATES,1.584530507,46.84146912
BARRY CALLEBAUT,FRANCE,15.98801883,520.841675
ECOM,GERMANY,4.79276378,249.9171584
CARGILL,FRANCE,30.75461569,1248.439022
OLAM,ISRAEL,2.901508366,263.5147894
BARRY CALLEBAUT,ISRAEL,3.87621756,175.3649562
BARRY CALLEBAUT,ITALY,1.783022401,72.37920853
OLAM,NETHERLANDS,175.5634242,9154.699479
ECOM,UNITED STATES,0.640954836,14.65502892
OLAM,UNITED STATES,16.87388258,993.0969872
ECOM,BELGIUM,6.348993344,338.6157209
OLAM,UNITED STATES,77.36013682,4033.919978
OLAM,MEXICO,30.0013478,1114.795511
OLAM,INDONESIA,1.387230585,59.37957203
CARGILL,GERMANY,3.819560118,224.7967311
OLAM,UNITED STATES,80.50111865,4332.597144
BARRY CALLEBAUT,UNITED KINGDOM,17.0163317,3112.480304
OLAM,SPAIN,14.4509478,434.8425093
CEMOI,BELGIUM,50.08061583,9855.790673
BARRY CALLEBAUT,UNITED STATES,5.839669916,343.688453
ECOOKIM,CANADA,54.38000996,11810.21472
BARRY CALLEBAUT,MALAYSIA,1.690722621,38.65730862
OLAM,ESTONIA,21.39054673,1115.403325
ETC GROUP,SPAIN,3.674581414,420.4415433
ETC GROUP,GERMANY,87.48980994,3551.521951
CARGILL,NETHERLANDS,159.2173738,8302.339827
BARRY CALLEBAUT,NETHERLANDS,38.96665245,1172.542948
OLAM,UNITED STATES,5.777771103,111.1507059
BARRY CALLEBAUT,GERMANY,30.57421988,1856.911873
SACC,MALAYSIA,11597.31762,1062551.764
BARRY CALLEBAUT,CANADA,33.17765951,2115.443545
TOUTON,UNITED STATES,67.06340543,1533.362556
CARGILL,NETHERLANDS,16.79557104,895.7710438
ECOOKIM,ITALY,3.213349109,170.3621312
BARRY CALLEBAUT,ISRAEL,6.938050309,370.0323468
OLAM,NETHERLANDS,3.913503655,237.6849329
TOUTON,TURKEY,9.012799891,415.6745294
ECOM,ITALY,1243.503996,113930.4284
OLAM,ESTONIA,7.191748799,325.3637583
OLAM,ESTONIA,41.5048498,2646.394227
OLAM,SINGAPORE,15.50987089,637.6660653
ETC GROUP,NETHERLANDS,9.530096113,386.8604305
OLAM,UNITED STATES,17.72356545,1130.073751
BARRY CALLEBAUT,GERMANY,9.946924924,573.6852668
CARGILL,NETHERLANDS,38.81871481,1756.207467
CARGILL,GERMANY,2.018079832,86.38269514
CARGILL,INDONESIA,21.26711033,1144.602995
BARRY CALLEBAUT,UNITED KINGDOM,11.92950647,1708.836376
BARRY CALLEBAUT,ITALY,17.41268881,647.0238421
CARGILL,FRANCE,34.30250675,1032.194449
